Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Construction,In-Progress,8/7/2023,8/5/2025,,3960743,3505095.00,14295.00,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853"
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,"CM,F&E",In-Progress,8/7/2023,8/5/2025,,465242,32873.00,32873.00,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853"
18,K818,DISTRICT OFFICE #18 - BROOKLYN,DIIT - Project Connect,NEXT GENERATION NETWORK UPGRADE,Purch & Install,In-Progress,3/1/2019,DIIT,,DIIT,364629.00,0.00,DSF0000960595
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Scope,Complete,2/4/2019,7/5/2019,9/10/2019,24057,22123.00,22123.00,"DSF0000894607, DSF0000942606"
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Design,Complete,3/16/2021,8/13/2021,12/17/2021,113915,107463.00,104433.00,"DSF0000894607, DSF0000942606"
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Construction,PNS,PNS,PNS,PNS,2012244,2012244.00,150295.00,"DSF0000894607, DSF0000942606"
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,216156,216156.00,26497.00,"DSF0000894607, DSF0000942606"
18,K855,P.S. 235 - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.00,0.00,DSF0001035597
18,K855,P.S. 235 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001086157
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Scope,Complete,8/1/2013,1/6/2014,12/5/2013,48840,25426.00,25426.00,DSF0000761724
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Design,Complete,1/8/2014,6/10/2014,10/22/2014,195360,271618.00,271618.00,DSF0000761724
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Construction,In-Progress,8/19/2019,8/17/2021,,3663000,3400043.00,2481379.00,DSF0000761724
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,"CM,F&E",In-Progress,8/19/2019,8/17/2021,,227920,996529.00,996529.00,DSF0000761724
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Scope,Complete,12/10/2020,4/9/2021,6/9/2021,10487,44697.00,43705.00,DSF0000991368
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Design,Complete,6/14/2021,11/15/2021,10/27/2021,52434,68933.00,67801.00,DSF0000991368
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Construction,PNS,PNS,PNS,PNS,1179756,1179756.00,41611.00,DSF0000991368
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,"CM,F&E",PNS,PNS,PNS,PNS,73407,73407.00,12534.00,DSF0000991368
18,K860,EAST BKLN COMMUNITY HS - K,DOE - RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Construction,Complete,8/17/2021,DOER,9/9/2021,DOER,84987.00,84987.00,DSF0000913070
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0000866412
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,Design,PNS,PNS,PNS,PNS,20737,20737.00,0.00,DSF0000866412
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,Construction,PNS,PNS,PNS,PNS,304138,304138.00,0.00,DSF0000866412
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,"CM,F&E",PNS,PNS,PNS,PNS,366348,345611.00,345611.00,DSF0000866412
19,K007,P.S. 7 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,466000,466000.00,0.00,DSF0001085936
19,K007,P.S. 7 - BROOKLYN,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,Complete,9/12/2022,DOER,11/23/2022,DOER,195159.00,0.00,DSF0001032990
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001085939
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,45000,45000.00,0.00,DSF0001085939
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,660000,660000.00,0.00,DSF0001085939
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,45000,45000.00,0.00,DSF0001085939
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087001
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087001
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087001
19,K013,P.S. 13 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087001
19,K013,P.S. 13 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,233000,233000.00,0.00,DSF0001085940
19,K013,P.S. 13 - BROOKLYN,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,11/14/2022,DOES,,DOES,1076745.00,0.00,DSF0000911947
19,K013,P.S. 13 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/5/2022,DOES,,DOES,191366.00,0.00,DSF0001034216
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Scope,Complete,5/25/2023,10/12/2023,9/26/2023,41165,31390.00,31390.00,SCA0000071898
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Design,PNS,PNS,PNS,PNS,205827,205827.00,1445.00,SCA0000071898
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Construction,PNS,PNS,PNS,PNS,4631118,4631118.00,0.00,SCA0000071898
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,"CM,F&E",PNS,PNS,PNS,PNS,288158,288158.00,3145.00,SCA0000071898
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ K065,Construction,In-Progress,4/13/2023,EMER,,EMER,95096.00,12598.00,SCA0000071882
19,K065,P.S. 65 - BROOKLYN,DOE - RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001035400
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,Scope,Complete,7/1/2019,12/30/2019,11/18/2019,134990,196780.00,195341.00,"DSF0000869369, DSF0000937404, DSF0000937403, DSF0000937405"
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,Design,Complete,11/21/2019,6/30/2020,5/5/2020,674950,345279.00,345154.00,"DSF0000869369, DSF0000937404, DSF0000937403, DSF0000937405"
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,Construction,Complete,6/16/2021,6/15/2023,4/10/2023,15186375,13820731.00,14217941.00,"DSF0000869369, DSF0000937404, DSF0000937403, DSF0000937405"
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,"CM,F&E",Complete,6/16/2021,6/15/2023,4/10/2023,959676,466349.00,464730.00,"DSF0000869369, DSF0000937404, DSF0000937403, DSF0000937405"
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Scope,In-Progress,8/31/2023,1/4/2024,,6271,6271.00,852.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Design,PNS,PNS,PNS,PNS,28218,28218.00,3410.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Construction,PNS,PNS,PNS,PNS,363696,363696.00,0.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,"CM,F&E",PNS,PNS,PNS,PNS,67409,67409.00,124.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA Furniture & Equipment,FY22 RESO A MOBILE SCIENCE LABS,F&E,In-Progress,6/15/2023,,,150000,150000.00,0.00,DSF0001033126
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,9/19/2020,FTK,,FTK,367974.00,293843.00,DSF0000912048
19,K072,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE - K,DOE - RESOA,FY20 RESO A HYDROPONICS LAB,Construction,In-Progress,4/8/2022,DOER,,DOER,603731.00,0.00,DSF0000913043
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,7/16/2020,DOES,,DOES,760283.00,0.00,DSF0000912644
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,DOE - Skilled Trades,ELEVATOR MODERNIZATION,Construction,In-Progress,9/1/2021,DOES,,DOES,61744.00,304425.00,DSF0000985802
19,K108,P.S. 108 - BROOKLYN,SCA IEH,"PO18-PLEASE REMOVE APPROXIMATELY 15 LINEAR FEET OF  ACM FROM PIPE LOCATED IN ROOM# 206. ALSO, OPEN W",Construction,Complete,5/4/2023,IEH,5/27/2023,IEH,19713.00,13438.00,SCA0000071938
19,K108,P.S. 108 - BROOKLYN,SCA Furniture & Equipment,FY22 RESO A MOBILE SCIENCE LABS,F&E,In-Progress,6/15/2023,,,150000,150000.00,18741.00,DSF0001033014
19,K108,P.S. 108 - BROOKLYN,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,Complete,9/10/2022,DOER,11/23/2022,DOER,217867.00,0.00,DSF0001033015
19,K108,P.S. 108 - BROOKLYN,DOE - RESOA,FY22 RESO A ELECTRICAL UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,400000.00,0.00,DSF0001033471
19,K149,P.S. 149 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,130000,130000.00,0.00,DSF0001085997
19,K149,P.S. 149 - BROOKLYN,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,In-Progress,12/8/2021,DOES,,DOES,60651.00,0.00,DSF0000866106
19,K158,P.S. 158 - BROOKLYN,SCA IEH,PO18-ABATE AND REPLACE APPROX 964 SQ FT OF 9X9 FLOOR TILE LOCATED IN STAIRCASE B FROM THE BASEMENT L,Construction,Complete,5/16/2023,IEH,9/2/2023,IEH,62193.00,1311.00,SCA0000071974
19,K158,P.S. 158 - BROOKLYN,Fast Track Projects,STRUCTURAL DEFECTS,Construction,In-Progress,5/20/2016,FTK,,FTK,640117.00,638757.00,DSF0000825820
19,K158,P.S. 158 - BROOKLYN,DOE - RESOA,FY18 RESO A AUDITORIUM SOUND SYSTEM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,137950.00,0.00,DSF0000912487
19,K158,P.S. 158 - BROOKLYN,DOE - RESOA,FY20 RESO A HYDROPONICS LAB,Construction,In-Progress,1/30/2020,DOER,,DOER,215711.00,0.00,DSF0000913045
19,K158,P.S. 158 - BROOKLYN,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,70321.00,0.00,DSF0001035450
19,K159,P.S. 159 - BROOKLYN,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,8/1/2018,8/1/2018,8/1/2018,7395,7550.00,7550.00,DSF0000888875
19,K159,P.S. 159 - BROOKLYN,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,8/1/2018,2/1/2019,3/8/2019,27116,30685.00,30685.00,DSF0000888875
19,K159,P.S. 159 - BROOKLYN,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,Complete,5/31/2019,11/20/2020,5/30/2023,287184,307210.00,288556.00,DSF0000888875
19,K159,P.S. 159 - BROOKLYN,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",Complete,5/31/2019,11/20/2020,5/30/2023,66558,103761.00,103761.00,DSF0000888875
19,K159,P.S. 159 - BROOKLYN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,12/18/2019,FTK,,FTK,358640.00,351913.00,"DSF0000912055, DSF0000912529"
19,K159,P.S. 159 - BROOKLYN,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,Complete,11/5/2022,DOER,12/19/2022,DOER,208823.00,0.00,DSF0001033023
19,K159,P.S. 159 - BROOKLYN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/22/2021,DOES,,DOES,74254.00,0.00,DSF0001008965
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Scope,Complete,3/4/2021,6/17/2021,8/26/2021,0,25652.00,25652.00,DSF0000913047
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Design,Complete,12/1/2021,5/4/2022,8/23/2022,62925,66943.00,57314.00,DSF0000913047
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Construction,In-Progress,4/28/2023,3/22/2024,,922900,876237.00,6502.00,DSF0000913047
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,"CM,F&E",In-Progress,4/28/2023,3/22/2024,,62925,72331.00,10099.00,DSF0000913047
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA IEH,PO18-ABATE EXPOSED ACM ON CEILING LOCATED IN CAFETERIA,Construction,Complete,7/7/2023,IEH,7/9/2023,IEH,49690.00,2366.00,SCA0000072112
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA IEH,"PO18-ABATE AND REPLACE FLOOR TILES IN THE FOLLOWING LOCATIONS RMS: 319, 324, 320, 317, 313 AND 311 A",Construction,In-Progress,7/18/2023,IEH,,IEH,207806.00,515.00,SCA0000072150
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA IEH,PO18-ABATE AND REPAIR PIPE INSULATION IN OIL TANK ROOM APPROX. 150LF,Construction,In-Progress,9/15/2023,IEH,,IEH,238.00,238.00,SCA0000072297
19,K166,NEW DISTRICT HS IN BUILDING K166 - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,64000.00,0.00,DSF0001035452
19,K166,NEW DISTRICT HS IN BUILDING K166 - K,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,120000.00,0.00,DSF0001086004
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,DOE - RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001086005
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,6/13/2023,DOES,,DOES,639345.00,0.00,DSF0001035161
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,7/21/2022,12/7/2022,12/27/2022,21101,29258.00,29258.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,1/4/2023,6/6/2023,5/3/2023,105507,93718.00,89245.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,2373909,2373909.00,8728.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,147710,147710.00,24166.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION OF FACADE,Construction,In-Progress,2/4/2010,EMER,,EMER,,0.00,SCA0000008888
19,K171,I.S. 171 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION- CRACKED DETERIORATED COPING STONES,Construction,In-Progress,11/30/2022,EMER,,EMER,245622.00,234794.00,SCA0000071587
19,K171,I.S. 171 - BROOKLYN,DIIT - RESOA,FY18 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,0.00,DSF0000867433
19,K171,I.S. 171 - BROOKLYN,DOE - RESOA,FY16 RESO A GYMNASIUM,Construction,In-Progress,7/22/2022,DOER,,DOER,208177.00,0.00,DSF0000844142
19,K171,I.S. 171 - BROOKLYN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0001035455
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATION,Scope,In-Progress,8/29/2023,1/2/2024,,5281,5281.00,518.00,DSF0001035017
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATION,Design,PNS,PNS,PNS,PNS,23762,23762.00,2071.00,DSF0001035017
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATION,Construction,PNS,PNS,PNS,PNS,306270,306270.00,0.00,DSF0001035017
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATION,"CM,F&E",PNS,PNS,PNS,PNS,56766,56766.00,1013.00,DSF0001035017
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP RESOA,FY17 RESO A AUDITORIUM UPGRADE,Scope,Complete,3/20/2018,7/19/2018,9/27/2018,0,9040.00,9040.00,DSF0000844759
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP RESOA,FY17 RESO A AUDITORIUM UPGRADE,Design,Complete,9/22/2021,2/28/2022,3/10/2022,24300,36773.00,35906.00,DSF0000844759
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP RESOA,FY17 RESO A AUDITORIUM UPGRADE,Construction,Complete,8/30/2022,7/25/2023,7/24/2023,356400,223948.00,145765.00,DSF0000844759
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP RESOA,FY17 RESO A AUDITORIUM UPGRADE,"CM,F&E",Complete,8/30/2022,7/25/2023,7/24/2023,24300,27561.00,27096.00,DSF0000844759
19,K174,COMMUNITY BASED ORGANIZATION - BROOKLYN,SCA IEH,"PO18-STAIRCASES A&B, E&F FROM BASEMENT TO ROOF ABATE PUTTY ON GLASS DIVIDING PARTITION WALLS GLASS T",Construction,Complete,3/28/2023,IEH,5/9/2023,IEH,52562.00,1617.00,SCA0000071848
19,K174,SCHOOL OF THE FUTURE BROOKLYN,Fast Track Projects,FY20 RESO A LIBRARY UPGRADE,Construction,In-Progress,5/30/2022,FTK,,FTK,53314.00,51056.00,DSF0000913048
19,K174,BROOKLYN GARDENS ELEMENTARY SCHOOL,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,Complete,11/4/2022,DOER,12/19/2022,DOER,234845.00,0.00,DSF0001033106
19,K174,SCHOOL OF THE FUTURE BROOKLYN,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,In-Progress,7/7/2023,DOER,,DOER,241380.00,0.00,DSF0001033122
19,K190,P.S. 190 - BROOKLYN,SCA CIP,IPDVS INSTALLATION,Scope,Complete,9/26/2023,1/30/2024,9/27/2023,6373,221.00,221.00,DSF0001035019
19,K190,P.S. 190 - BROOKLYN,SCA CIP,IPDVS INSTALLATION,Design,In-Progress,9/27/2023,3/27/2024,,28679,28679.00,884.00,DSF0001035019
19,K190,P.S. 190 - BROOKLYN,SCA CIP,IPDVS INSTALLATION,Construction,PNS,PNS,PNS,PNS,369642,369642.00,0.00,DSF0001035019
19,K190,P.S. 190 - BROOKLYN,SCA CIP,IPDVS INSTALLATION,"CM,F&E",PNS,PNS,PNS,PNS,68511,68511.00,0.00,DSF0001035019
19,K190,P.S. 190 - BROOKLYN,SCA Furniture & Equipment,FY22 RESO A MOBILE SCIENCE LABS,F&E,Complete,12/14/2022,,5/31/2023,235000,235000.00,235000.00,DSF0001033031
19,K190,P.S. 190 - BROOKLYN,DOE - RESOA,FY20 RESO A HYDROPONICS LAB,Construction,In-Progress,3/16/2021,DOER,,DOER,207431.00,0.00,DSF0000913051
19,K190,P.S. 190 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/5/2022,DOES,,DOES,236903.00,0.00,DSF0001034222
19,K202,P.S. 202 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Scope,Complete,6/27/2022,12/21/2022,10/6/2022,257257,295581.00,273594.00,"DSF0001012557, DSF0001012558, DSF0001012559, DSF0001012554, DSF0001036327"
19,K202,P.S. 202 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Design,Complete,10/19/2022,6/26/2023,5/3/2023,1286286,333325.00,333325.00,"DSF0001012557, DSF0001012558, DSF0001012559, DSF0001012554, DSF0001036327"
19,K202,P.S. 202 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Construction,PNS,PNS,PNS,PNS,28941441,28941441.00,180888.00,"DSF0001012557, DSF0001012558, DSF0001012559, DSF0001012554, DSF0001036327"
19,K202,P.S. 202 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,"CM,F&E",PNS,PNS,PNS,PNS,1800800,1800800.00,38014.00,"DSF0001012557, DSF0001012558, DSF0001012559, DSF0001012554, DSF0001036327"
19,K202,P.S. 202 - BROOKLYN,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,In-Progress,1/20/2023,DOER,,DOER,230140.00,0.00,DSF0001033037
19,K202,P.S. 202 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,7/12/2018,DOES,,DOES,244560.00,0.00,DSF0000823660
19,K213,P.S. 213 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,9/18/2019,2/6/2020,5/4/2021,28328,93158.00,69819.00,DSF0001012796
19,K213,P.S. 213 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,5/13/2021,10/14/2021,2/7/2022,141640,183440.00,142595.00,DSF0001012796
19,K213,P.S. 213 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,In-Progress,6/27/2022,12/18/2023,,3186910,2962619.00,1419881.00,DSF0001012796
19,K213,P.S. 213 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",In-Progress,6/27/2022,12/18/2023,,198297,103363.00,102860.00,DSF0001012796
19,K213,P.S. 213 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/5/2023,5/5/2023,1/13/2023,4395,3671.00,3671.00,DSF0001034580
19,K213,P.S. 213 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/13/2023,7/12/2023,4/5/2023,19776,14686.00,14686.00,DSF0001034580
19,K213,P.S. 213 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,7/21/2023,6/14/2024,,254893,226082.00,6347.00,DSF0001034580
19,K213,P.S. 213 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,7/21/2023,6/14/2024,,47243,28610.00,4879.00,DSF0001034580
19,K214,P.S. 214 - BROOKLYN,SCA CIP,AUDITORIUM SEATING / FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,2/6/2019,9/3/2019,11/15/2019,154000,161337.00,141662.00,"DSF0000871422, DSF0000912353, DSF0000960613"
19,K214,P.S. 214 - BROOKLYN,SCA CIP,AUDITORIUM SEATING / FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,Design,Complete,1/23/2020,7/9/2020,5/10/2022,770000,583416.00,504734.00,"DSF0000871422, DSF0000912353, DSF0000960613"
